iter	Passed	Remaining
482	604	646
483	605	645
484	606	643
485	606	641
486	607	640
487	608	638
488	609	637
489	610	635
490	611	634
491	612	632
492	613	631
493	614	629
494	615	627
495	616	626
496	617	624
497	617	622
498	618	621
499	619	619
500	620	618
501	621	616
502	622	614
503	623	613
504	624	611
505	624	610
506	625	608
507	626	607
508	627	605
509	628	603
510	629	602
511	630	600
512	631	599
513	632	598
514	633	596
515	634	595
516	635	593
517	636	592
518	637	590
519	638	588
520	638	587
521	639	585
522	640	584
523	641	582
524	642	581
525	643	579
526	644	578
527	645	576
528	646	575
529	646	573
530	647	572
531	649	571
532	650	569
533	651	568
534	652	567
535	653	565
536	653	563
537	654	562
538	655	560
539	656	558
540	656	557
541	657	555
542	658	554
543	659	552
544	659	551
545	660	549
546	661	548
547	662	546
548	663	545
549	664	543
550	665	542
551	666	540
552	667	539
553	668	537
554	669	536
555	670	535
556	671	533
557	673	533
558	674	532
559	675	530
560	676	529
561	677	528
562	678	526
563	679	525
564	680	523
565	680	522
566	681	520
567	682	519
568	683	517
569	684	516
570	684	514
571	685	513
572	686	511
573	687	510
574	688	508
575	689	507
576	689	505
577	690	504
578	691	502
579	692	501
580	693	500
581	694	498
582	694	497
583	695	495
584	696	494
585	697	492
586	698	491
587	698	489
588	699	488
589	700	486
590	701	485
591	701	483
592	702	482
593	703	480
594	704	479
595	705	478
596	706	476
597	707	475
598	707	473
599	708	472
600	709	471
601	710	469
602	710	468
603	711	466
604	712	465
605	713	463
606	714	462
607	714	460
608	715	459
609	716	458
610	717	456
611	718	455
612	719	454
613	720	452
614	720	451
615	721	449
616	722	448
617	723	447
618	724	445
619	725	444
620	725	443
621	726	441
622	727	440
623	728	438
624	729	437
625	730	436
626	731	434
627	731	433
628	732	432
629	733	430
630	734	429
631	735	428
632	735	426
633	736	425
634	737	423
635	738	422
636	739	421
637	739	419
638	740	418
639	741	416
640	742	415
641	743	414
642	743	413
643	744	411
644	745	410
645	746	408
646	747	407
647	747	406
648	748	404
649	749	403
650	750	402
651	751	400
652	751	399
653	752	398
654	753	396
655	754	395
656	755	394
657	756	393
658	757	391
659	758	390
660	759	389
661	760	388
662	761	386
663	761	385
664	763	384
665	764	383
666	765	382
667	766	380
668	767	379
669	768	378
670	768	377
671	770	375
672	771	374
673	772	373
674	772	372
675	773	370
676	774	369
677	775	368
678	776	366
679	776	365
680	777	364
681	778	362
682	779	361
683	780	360
684	781	359
685	781	357
686	784	357
687	785	356
688	786	354
689	787	353
690	787	352
691	788	351
692	789	349
693	790	348
694	791	347
695	792	346
696	792	344
697	793	343
698	794	342
699	795	340
700	796	339
701	797	338
702	798	337
703	799	336
704	800	335
705	801	333
706	802	332
707	803	331
708	804	330
709	805	328
710	806	327
711	807	326
712	808	325
713	809	324
714	810	322
715	811	321
716	812	320
717	813	319
718	814	318
719	815	317
720	816	315
721	817	314
722	818	313
723	819	312
724	819	310
725	820	309
726	822	308
727	824	308
728	825	306
729	826	305
730	827	304
731	828	303
732	828	301
733	829	300
734	830	299
735	831	298
736	833	297
737	834	296
738	835	295
739	836	293
740	837	292
741	839	291
742	840	290
743	841	289
744	842	288
745	844	287
746	845	286
747	846	285
748	847	284
749	848	282
750	849	281
751	850	280
752	851	279
753	852	278
754	853	277
755	854	275
756	855	274
757	856	273
758	857	272
759	858	271
760	859	269
761	859	268
762	860	267
763	861	266
764	862	264
765	863	263
766	879	267
767	880	266
768	881	264
769	882	263
770	883	262
771	884	261
772	885	260
773	886	258
774	887	257
775	888	256
776	889	255
777	890	254
778	891	252
779	892	251
780	893	250
781	894	249
782	895	248
783	896	246
784	897	245
785	897	244
786	898	243
787	899	242
788	900	240
789	901	239
790	902	238
791	903	237
792	904	236
793	905	234
794	906	233
795	908	232
796	909	231
797	910	230
798	912	229
799	913	228
800	914	227
801	915	226
802	917	225
803	918	223
804	919	222
805	921	221
806	922	220
807	923	219
808	925	218
809	926	217
810	928	216
811	929	215
812	930	214
813	931	212
814	932	211
815	935	210
816	936	209
817	937	208
818	938	207
819	940	206
820	941	205
821	942	203
822	942	202
823	943	201
824	944	200
825	945	199
826	946	198
827	948	196
828	949	195
829	950	194
830	951	193
831	952	192
832	953	191
833	954	190
834	955	188
835	956	187
836	958	186
837	958	185
838	959	184
839	961	183
840	962	181
841	962	180
842	963	179
843	964	178
844	965	177
845	966	176
846	967	174
847	968	173
848	969	172
849	970	171
850	971	170
851	972	168
852	974	167
853	975	166
854	976	165
855	977	164
856	978	163
857	979	162
858	980	160
859	981	159
860	982	158
861	983	157
862	984	156
863	985	155
864	986	153
865	987	152
866	988	151
867	988	150
868	989	149
869	990	148
870	991	146
871	992	145
872	993	144
873	994	143
874	995	142
875	996	141
876	997	139
877	998	138
878	999	137
879	1000	136
880	1000	135
881	1002	134
882	1003	132
883	1004	131
884	1004	130
885	1005	129
886	1006	128
887	1007	127
888	1008	125
889	1009	124
890	1010	123
891	1011	122
892	1012	121
893	1013	120
894	1014	119
895	1016	117
896	1017	116
897	1018	115
898	1019	114
899	1020	113
900	1021	112
901	1022	111
902	1023	109
903	1024	108
904	1025	107
905	1026	106
906	1026	105
907	1027	104
908	1028	102
909	1029	101
910	1030	100
911	1031	99
912	1032	98
913	1033	97
914	1034	96
915	1035	94
916	1036	93
917	1037	92
918	1038	91
919	1039	90
920	1040	89
921	1041	88
922	1041	86
923	1043	85
924	1044	84
925	1045	83
926	1046	82
927	1047	81
928	1048	80
929	1049	79
930	1050	77
931	1051	76
932	1052	75
933	1053	74
934	1054	73
935	1055	72
936	1056	71
937	1057	69
938	1058	68
939	1059	67
940	1060	66
941	1061	65
942	1062	64
943	1063	63
944	1064	61
945	1065	60
946	1066	59
947	1067	58
948	1068	57
949	1069	56
950	1070	55
951	1071	54
952	1072	52
953	1073	51
954	1074	50
955	1075	49
956	1076	48
957	1077	47
958	1078	46
959	1079	44
960	1080	43
961	1081	42
962	1082	41
963	1083	40
964	1084	39
965	1085	38
966	1086	37
967	1087	35
968	1088	34
969	1089	33
970	1090	32
971	1091	31
972	1091	30
973	1092	29
974	1093	28
975	1094	26
976	1095	25
977	1096	24
978	1097	23
979	1098	22
980	1099	21
981	1100	20
982	1101	19
983	1102	17
984	1103	16
985	1104	15
986	1105	14
987	1106	13
988	1107	12
989	1108	11
990	1110	10
991	1111	8
992	1112	7
993	1113	6
994	1114	5
995	1115	4
996	1116	3
997	1117	2
998	1118	1
999	1120	0
